id,post_date,email,passoword,company_name,company_logo,job_sector,job_title,job_description,application_deadline,job_type,skills,job_apply_type,job_apply_url,min_salary,experience,career_level,unique_job_id,detail_url
c7710d8b-7eea-4af5-80a8-d89d69181a3e,"Published on Jun 28, 2024",brotherstrading@sebatsolutions.com,company@7jobs12,HST Consulting PLC,https://ethio-jobs.net.et/logo/hst_consulting_plc.png,"Accounting, Finance, and Insurance",Purchasing Manager,"The Purchasing Manager is expected to lead and manage Operational Purchasing to ensure optimal inventory and availability of Raw Materials (RM), Purchased Finished Goods (PFG), and/or Direct Packaging Materials (DPM), based on Group Purchasing’s (GP) regional and global agreements (or local agreements if delegated by the GP category team), policies and procedures.Key Duties and Responsibilities: Lead the local function in line with Leadership Expectations and tools to develop, coach, and guide its members to ensure a workforce that is competent, engaged, and enabled to meet Jotun’s current and future needs.  Facilitate cross-functional cooperation and ensure optimal Raw Material, Finished Goods Packaging Material planning and execution and that all are ordered in line with price agreements and allocations given by Group Purchasing category managers.  Effective and continuous follow-up of purchase orders, communicating issues as needed.  Follow up and report to local management and Group Purchasing on agreed on local KPIs for Indirect Materials and Raw Materials price development and participate in local management meetings as and when agreed with the local management.  Evaluate optimal logistics solution, considering packaging type and size, lot size, use of distributors, transport, local customs regulations, local laws, etc., for all RMs and communicate the findings to relevant GP category managers.  Support Group Purchasing category managers in identifying potential local suppliers and maintaining existing relationships (including supplier audits and participation in supplier meetings on request from GP category managers).Manage all IM spending in close cooperation with GP and internal stakeholders (user departments) and ensure the appropriate use of ERP. • Source, select, and approve suppliers for designated Indirect Material categories in close cooperation with relevant user departments (including supplier audits when relevant). Ensure the best possible agreements for designated Indirect Material categories, according to the purchasing objectives, by following the Tactical Purchasing Process and utilizing relevant contract formats (including frame agreements, etc.).   QualificationsBachelor’s degree or higher within a relevant field. 3 - 6 years of relevant experience in purchasing in a manufacturing company Leadership experience is essential. Project Management experience is essential. Willing to travel frequently as part of the job requirements.  Experience with, and good understanding of, ERP and planning processes. Experience in extracting and analyzing large amounts of data using excel or similar applicationsRequired Competencies:  Networking: builds a useful network of contacts and relationships and utilizes it to achieve objectives.  Systematic Approach: uses a methodical and systematic approach; plans ahead, defines clear priorities and allocates resources effectively.  Constructive Teamwork: co-operates well with others; shares knowledge, experience and information; supports others in the pursuit of team goals. Analysis & Judgment: quickly understands and analyzes complex issues and problems; comes up with sound and rational judgments.  Initiative & Responsibility: acts on own initiative, makes things happen and accepts responsibility for the results. Influence: makes an impact; convinces and persuades others; promotes plans and ideas successfully.How To Apply We only encourage applicants who fulfill the above qualification to send their application and relevant documents by e-mail directly to HST Executive and Professional Recruitment Specialist:recruitment@hst-et.com or submit their application in person to the Human Resources Office at Wollo Sefer, Mina Building, 4th Floor until 2 nd of July 2024. Only shortlisted candidates will be contacted for next stage of evaluation Apply Now!",2-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6786,Attractive,3+ Years,Mid-Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6786
a644a0f4-ff92-41b4-80bf-f7fa64f52542,"Published on Jun 28, 2024",aidshealthcarefoundation@sebatsolutions.com,company@7jobs12,HST Consulting PLC,https://ethio-jobs.net.et/logo/hst_consulting_plc.png,"Accounting, Finance, and Insurance",SENIOR CONSULTANT & TRAINER,"HST is a knowledge company that provides services to clients across various industries. HST endeavors to help its clients solve their business growth, operational, people, financial, tax, governance, risk, learning and compliance challenges with locally relevant solutions. As a local professional service firm, HST offers best practices that fully consider its clients’ unique circumstances and the social, political and economic environment they are operating in. Through its Learning Solutions Department, HST offers training programs, face-to-face and online, tailored to the specific needs of its clients and target groups and are designed to address the skill gaps that are identified through appropriate training need assessments. HST’s Learning Solutions Department is powered by highly qualified and best in class trainers and human capital experts who are well experienced in adult training techniques and are attuned to the local business environment. The firm’s professionals are supported by up-to-date knowledge and modern technology which allows them to efficiently provide solutions to clients’ issues that matters most.Position – Senior Consultant & Trainer Training is a profession which requires passion and an appreciation of the tools, strategies, and delivery systems which make training events effective and memorable in the minds of the target group. Making a training experience effective and memorable requires more than developing a training content and using a beautifully designed PowerPoint presentation. It requires careful planning and involves identifying the skills and knowledge gaps that need to be filled through the training program, identifying the learning objectives that must be met and, implementing strategies which will lead trainees through a process of self-learning and a sense of self-discovery. HST would like to recruit professionals who possess personal attributes and experience as trainers and have an open mind to learning new methods of training delivery. Among others, individuals who take up the position at HST will be involved in the following types of tasks:Conducting training needs assessments on target corporate customers to identify skill and knowledge gaps. Preparing, reviewing and adapting training materials (both face-to-face and online trainings), developing relevant case studies and activities that reflect local and sector-specific issues and enrich the training experience. Overseeing the production of handouts, instructional materials, aids and manuals. Planning and coordinating training events organized by the firm. Participating in training delivery; VACANCY ANNOUNCEMENT FOR SENIOR CONSULTANT & TRAINER 2 Monitoring the learning experiences of trainees and the feedback obtained from client organizations.  Participating (when appropriate) in post-training assessments to ensure incorporation of taught skills and techniques into employees’ work behavior. Participating in the periodic evaluation of ongoing programs of the firm to ensure that they stay relevant to changes in the environment and the requirements of clients. Staying abreast of new trends and tools in employee development issues   QualificationsMaster’s degree or equivalent in Accounting, Finance or related fields. Member or student (completed at least 6 papers) of ACCA.  At least 3 years teaching experience at university level. Two-three years training delivery experience in corporate settings is an added advantage. Ability and experience in translation from English to Amharic (to other local languages of Oromiffa and/or Somali will be an added advantage).  Well-developed interpersonal skills. Ability to get along well with diverse personalities; tactful, mature, and flexible. Ability to simplify complex concepts and models to fit the requirements of a variety of audiences.  General exposure to instructional design theory and learning principles will be an advantage. Result-and-profit-oriented, with the ability to balance other business considerations. Computer literacy and with deep passion for day-to-day personal development through extensive reading, training and continuous client engagements.  Excellent written and verbal communication skills.How To Apply Applicants who fulfill the above qualification can send their application and required credentials by e-mail to: info@hst-et.com or submit their application in person to the Human Resources Officer at Wollo Sefer, Mina Building, 5th Floor until 26th July 2024. Only shortlisted candidates will be contacted for next stage evaluation. Apply Now!",26-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6775,Attractive,3+ Years,Mid-Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6775
299f41a5-3661-4ed0-b2c1-127c2b79b5e3,"Published on Jun 28, 2024","ahri@sebatsolutions.com	",company@7jobs12,PROGYNIST,https://ethio-jobs.net.et/logo/progynist.png,"Accounting, Finance, and Insurance",Finance Officer,"Organization BackgroundProgynist, a civil society organization was established in 1997 with a vision of Ethiopia with a vibrant democracy that ensures women’s fair share in decision-making, available economic and social resources, has been promoting the human rights of women by constructing women focused social and economic infrastructures and by engaging the different actors to discuss and own issues related to Gender-based violence. It has also been working for a strong community engagement towards women’s rights to accede to decision making levels, women’s access to education and modest health and sanitation facilities, and economic strengthening through provision of financial literacy trainings and microloans to women entrepreneurs.Activity OverviewProgynist seeks an experienced Finance Officer for USAID-funded Empowered Communities Activity (ECA). The goal of USAID ECA is to strengthen community systems and platforms to improve Reproductive, Maternal, Newborn, Child, Adolescent Health, and Nutrition (RMNCAH-N) outcomes. USAID ECA aims to address the social, cultural, political, and economic determinants that underpin health, and seeks to build partnerships with other sectors in finding solutions for better health outcomes.Job Summary:The Finance Officer will be responsible for ensuring the accurate and complete records of funds transferred from the head office per Progynist’s Accounting and Financial Policies and Procedures Manual.She/he will track the budget available for all the 4 woredas and regional site and provides feedback as to how much is available for duties at each woredaEffects payments according to the approved budget according to the financial policy of ProgynistManages travel and logistical issues in compliance with the approved budgetPrepares payrolls every month and manages all dues to the government and other bodies Prepares time sheets for the staff to sign every day and administers its effectiveness Follows up annual leaves and records the balances for each staffSalary: As per the organizational scale   QualificationA bachelor’s degree in finance, Accounting or related fields from a recognized university.A minimum work experience of two to three-year as an Accountant  Familiarity with NGO related services is desirable.Good skill in computer and accounting applicationsSelf-motivated with a strong work ethics.Able to work with minimum supervision.How To Apply Application procedure: Emails sent without subject as stated below will be disqualified.Through email: progynisthr@gmail.com or through ethiojobs.net: write on the subject of the email “Application for Finance Officer” and attach job application letter, with C.V. stating 3 work related reference and minimum salary expectation. orIf you wish to apply in person: drop at Progynist Head office located at Addis Ababa, Yeka Sub City, Woreda 9, Salitemihret area, next to Athletics Federation, Ten-sister CSOs Building 4th floor.For further information contact 0911-924117011; 0911-063147. Apply Now!",29-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6761,Attractive,1+ Years,Junior Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6761
ca8ce7fe-eec0-4433-999a-c6d846300017,"Published on Jun 28, 2024",aighc@sebatsolutions.com,company@7jobs12,Royal Hotel Apartment PLC,https://ethio-jobs.net.et/logo/royal_hotel_apartment_plc.png,"Accounting, Finance, and Insurance",Senior Accountant,"Royal Hotel Apartment is a modern contemporary stylish Hotel Apartment located in the heart of the city within just 1.5 kilometers (kms) away from Bole International Airport and close proximity of Banks, Embassies/Consulates, and shopping malls. Our luxury hotel apartment is ideal for long stays, business trips and family holidays. Our hotel offers beautifully appointed one- and two-Bedrooms Apartment to suit your travel needs, each offering a home-away-from-home experience with facilities that includes a fully occupied kitchen, living room, a dedicated work area and free high-speed Wi-Fi. We assure to our guests a quality & memorable stay with personalized service.Job Responsibilities: -Ensures the integrity of accounting information by recording, verifying, consolidating, and entering transactions.Prepares and records asset, liability, revenue, and expense entries by compiling and analyzing account information.Maintains and balances subsidiary accounts by verifying, allocating, posting, and reconciling transactions and resolving discrepancies.Maintains general ledger by transferring subsidiary accounts, preparing a trial balance, and reconciling entries.Summarizes financial status by collecting information and preparing balance sheets, profit and loss statements, and other documents.Manages the payroll process.Avoids legal challenges by complying with legal requirements.Secures financial information by completing database backups.Protects organization’s value by keeping information confidential.Trains and manages accountants.   Bachelor’s degree in accounting or related field required.Minimum of 3 years’ experience in accounting and at least 2 years experience in the hospitality industry.Must possess a thorough knowledge of the Hospitality industry, have a strong financial background.Must be self-motivated, team builder and creative.Must have excellent communication skills.Must have computer excellent skills with MS Office (excel, word, outlook).Must have critical thinking attributes by using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems.Must be able to work with multiple hotels financials.Must have some knowledge of account payable, reconciling, reporting and or accounting software experience.  Skills:Strong knowledge of cost accounting principles and procedures.Verbal and written English communication skills.Computer literacy, proficient in Microsoft Word, Excel.Time management skills.Familiarity with IDS software.How To Apply All interested and qualified applicants can send their application, CV and copies of supportive documents through this email royalhotelapartments@gmail.com before July 10, 2024. Apply Now!",10-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6753,Attractive,3+ Years,Mid-Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6753
ebdf543b-b550-400c-b353-760c69b707bd,"Published on Jun 28, 2024",cdatacenter@sebatsolutions.com,company@7jobs12,ZamZam Bank,https://ethio-jobs.net.et/logo/zamzam_bank.png,"Accounting, Finance, and Insurance",Senior Product Management Officer,"Taking its name from ZamZam Holy Water which gave life to the barren land of Makkah, springing the hills of Safa and Marwa; ZamZam Bank is working towards ensuring sustained economic growth by leveraging technologies and Digital Transformation that continuously align with innovative business model. Zamzam Bank is aspiring and working relentlessly towards its vision of becoming the leading shari’ah compliant and all-inclusive Digital Bank in Africa by 2030. It is contributing to the economy by providing full-fledged interest free, affordable, effective banking and financial services to diverse individuals and organizations; and by promoting economic stability and financial access through its extensive branch networks.The reputation of the bank is positioned on not only for its championship for pioneering financial inclusiveness, but also for its unwavering commitment to sheriah compliance products and services; strong networking; resources and organizational learning; innovative leadership and management practices; state of the art core banking systems and its international recognitions.We are searching talented individuals to join us on our journey towards sustainable growth that enhance financial inclusion with a special focus on the part of society that is alienated from the financial system due to their religious beliefs or other factors. Is this you?Your profileWhether you want a career as a visionary professional banker in full-fledged interest free banking sector, or need to make sure that your earning is from halal source or second our cause towards ensuring sustained economic empowerment & stability through financial inclusiveness, we offer you these possibilities.You are required to meet the following:Duties and Responsibilities: -Develop and execute product strategies and roadmaps. Conduct market research and competitive analysis to identify opportunities. Define product requirements and specifications. Collaborate with engineering, design, marketing, and sales teams to deliver products on time and within budget.Monitor product performance and gather user feedback for continuous improvement. Ensure products comply with regulatory standards and internal policiesWhat we offer youThe position comes with a competitive salary and an attractive remuneration package.Place of work: Head Office   Qualification:MA/bachelor’s degree in management/accounting/economics/marketing or related field and 3/5 years of product management experience in banking or financial service industryStrong understanding of digital product development and management.Excellent strategic thinking, analytical, and project management skills. Proven track record of successful product launches. Strong leadership and teamwork abilities.Proficiency in product management tools and methodologies. Excellent communication and stakeholder management skills. Ability to work in a fast-paced, dynamic environment.How To Apply Interested applicants who meet the above requirements can submit their application letter, updated CV and credentials in PDF format by clearly stating the position that you are applying for through the application link https://rb.gy/3rtgvg within 10 days from the date of announcement.Only shortlisted applicants will be communicated.   Apply Now!",29-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6748,Attractive,3+ Years,Mid-Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6748
fa461599-e2fe-44e2-ac1d-32c9d7d5ac3e,"Published on Jun 28, 2024",cceccethiopianbranch@sebatsolutions.com,company@7jobs12,EXCELLENT CAR RENT,https://ethio-jobs.net.et/logo/excellent_car_rent.jpg,"Accounting, Finance, and Insurance",Senior Finance Officer,"Job SummeryProvide strategic financial leadership, oversee accounting operations, and drive data-driven decision-making to ensure Excellent Car Rent's financial health.Key Responsibilities:Manage all accounting functions, including payroll, general ledger, and month-end closeOversee cash management, banking relationships, and working capital optimizationEnsure compliance with accounting standards, tax requirements, and internal controlsOversee VAT (Value Added Tax) compliance and reportingManage withholding tax for suppliersCollaborate with department heads to provide financial insights and recommendations   Qualification:Bachelor's degree in Accounting, Finance, or related field2 years of progressive finance/accounting experienceExpertise in financial reporting, budgeting, forecasting, and analysisStrong knowledge of accounting principles and complianceExcellent communication, interpersonal, and team leadership skillsProficiency in financial software and data analysis toolsPreferred experience in car rental or transportation industryHow To Apply interested and qualified applicants can apply through admin@excellentethiopiatour.com Apply Now!",29-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6743,Attractive,1+ Years,Junior Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6743
a1705cb0-6e71-4e14-aecc-fb7ade8c35bd,"Published on Jun 28, 2024",centerfordigitalhealthandimplementationscienceuog@sebatsolutions.com,company@7jobs12,Repi Soap & Detergent PLC,https://ethio-jobs.net.et/logo/repi_soap___detergent_plc.png,"Accounting, Finance, and Insurance",Accountant - Production Costing & Inventory Control-Alemgena,"Purpose statement-Support the company in optimizing our cost transactions by cross checking material consumption with standard. Margin Analysis of the products on actual and standard thereby supporting sales department to set product pricing. Ensuring controls on inventory by ensuring periodic / surprise inventory count is done and thereby can be insured.    Duties & Responsibilities:Manages the preparation of monthly COGS & Overhead reports.Comply with monthly Group reporting requirements in terms of different operational and performance related reports to be prepared and compiled and submitted on timely manner, such as benchmark reporting & Precision Reporting. Prepare annual COGS & Overhead report for audit by external auditors timely and accurately.Monthly margin analysis report to be prepared and circulated at least a week before the margin committee meetings.Update on standard costing weekly based on the revised prices of the materials procured.Preparation of budget document and its presentation to the local management by November of each year for the next budget year. Ad hoc reports to management team from time to time on various areas to closely monitor them.Reviewing the Consumption of Raw Material & Packing material from standard consumption and advising the senior accountant for corrective measures.Investigating the production department in excess or under usage of material consumption and should be reported to the top management immediately. Timely apportionment of Overhead expenses to the individual product.Analyze the overhead expenses including but not limited to repair & maintenance, fuel, labor and other expenses based on individual cost centers and identifying the reason for such expenses.Verify the utility consumption and rate based on the standard consumption & rate.Cross checking the payroll data and incorporating in the SAP system.Preparing cost buildup sheet for import of products and its reconciliation (if any)Cross checking Performa invoice with the inventory cost charged into SAP as and when there is a change in material prices.Cross checking the classification of cost centers for all the material consumption and overheads to ensure costs are charged to correct product SKU.Ensuring proper controls are in place for material issuance, consumption and return to the warehouse and timely recording into the system.Conducting the inventory count each month and identifying the variation from the system and physical and reporting to the senior management along with the reasons for variation by 3rd of each month relating to closing of previous month.Checking stocks movement on periodic basis.Ensuring the Purchase Order & Sales Order are duly closed in the SAP system on weekly basis.Ensuring Production Orders are also closed timely in the SAP system.Surprise inventory count on different locations in a month.Closely monitors and ensures accurate and up to date accounts and financial records are maintained based on Company financial policy and procedure and a standardized procedure.Ensures that information on financial status of the Company is readily at hand whenever requiredHow To Apply QualificationBA Degree in Accounting, Accounting & Finance or relevant fieldMinimum 4 years’ relevant experience of which two years as Sr. Accountant or Sr. Account Officer in manufacturing industry.SAP knowledge is a plusGood knowledge of the Ethiopian Tax regulations. Apply Now!",5-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6740,Attractive,3+ Years,Mid-Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6740
8b1c0899-418d-4cf9-b4c9-6271dc57589f,"Published on Jun 28, 2024",childfundethiopia@sebatsolutions.com,company@7jobs12,ZamZam Bank,https://ethio-jobs.net.et/logo/zamzam_bank.png,"Accounting, Finance, and Insurance",Junior Digital Marketing Officer,"Taking its name from ZamZam Holy Water which gave life to the barren land of Makkah, springing the hills of Safa and Marwa; ZamZam Bank is working towards ensuring sustained economic growth by leveraging technologies and Digital Transformation that continuously align with innovative business model.  Zamzam Bank is aspiring and working relentlessly towards its vision of becoming the leading shari’ah compliant and all-inclusive Digital Bank in Africa by 2030. It is contributing to the economy by providing full-fledged interest free, affordable, effective banking and financial services to diverse individuals and organizations; and by promoting economic stability and financial access through its extensive branch networks. The reputation of the bank is positioned on not only for its championship for pioneering financial inclusiveness, but also for its unwavering commitment to sheriah compliance products and services; strong networking; resources and organizational learning; innovative leadership and management practices; state of the art core banking systems and its international recognitions. We are searching talented individuals to join us on our journey towards sustainable growth that enhance financial inclusion with a special focus on the part of society that is alienated from the financial system due to their religious beliefs or other factors. Is this you? Your profileWhether you want a career as a visionary professional banker in full-fledged interest free banking sector, or need to make sure that your earning is from halal source or second our cause towards ensuring sustained economic empowerment & stability through financial inclusiveness, we offer you these possibilities.You are required to meet the following: What we offer youThe position comes with a competitive salary and an attractive remuneration package.Place of work: Head OfficeGender: Male/Female   Minimum qualification and work experience: B.A Degree in Marketing Management, Digital Marketing, Economics, Management, Accounting or other Business related fields with 2 years work experience in the digital marketing area.Knowledge of MS Office, E-commerce, and online marketing is advantageousHow To Apply Interested applicants who meet the above requirements can submit their application letter, updated CV and credentials in PDF format by clearly stating the position that you are applying for through the application link https://rb.gy/3rtgvg within 10 days from the date of announcement.Only shortlisted applicants will be communicated.      Apply Now!",7-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6739,Attractive,1+ Years,Junior Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6739
ed94d83c-3806-487b-b399-1d33b544042f,"Published on Jun 28, 2024",childrenbelievefund@sebatsolutions.com,company@7jobs12,Camara Education Ethiopia,https://ethio-jobs.net.et/logo/camara_education_ethiopia.png,"Accounting, Finance, and Insurance",Finance and Admin Manager,"About Camara EducationCamara Education is an international not-for-profit organization whose mission is to use technology to improve the quality of education in all communities. Founded in Dublin, Ireland in 2005, Camara Education currently operates four education Hubs in Africa (Ethiopia, Kenya, Zambia, and Tanzania).Camara Education Ethiopia is an International NGO that delivers digital education solutions to schools and educational institutions across Ethiopia. We provide computers equipped with curriculum-relevant digital educational resources and software, Digital Learning Center setup support, educators training, and follow-up and technical support. We also monitor and evaluate the impact of our interventions on students' learning outcomes and digital skills.Since 2011, Camara Ethiopia has partnered with the Federal Ministry of Education to improve access to quality education in disadvantaged communities through technology and to support the education sector in line with government strategies and policies. To date we have installed 66,739 computers in 2,960 schools, and trained 18,496 educators, impacting 2 million learners. By 2024, we will support our 3000th school in Ethiopia.Position Summary:Under the supervision of the Country Director and following Camara’s financial and accounting policies and procedures, the Finance and Admin Manager is responsible for managing and leading all financial and Admin matters of the organization.The position holder will be responsible for the overall review of the country office transaction list against all vouchers and conduct capacity development of the finance team, monitor data entry. S/he is responsible for planning, directing and coordinating the administrative functions of organizations among their key work duties as well. She/he will be responsible for the budget preparation of the new proposals, preparing monthly reports and projections with the program team, and donor reports as assigned by the Country Director. Works closely with the HQ’s Finance Controller.Major Duties and Responsibilities:Financial and Record Keeping:Maintain accurate, complete, and up-to-date financial records by best practice. Implement and maintain strong internal controls to safeguard the organization’s assets and prevent fraud, misappropriation, or misuse of funds.Provide oversight for the day-to-day accounting operations of the organization, including accounts payable, accounts receivable, general ledger maintenance, and bank reconciliationsAs a key member of the Management Team, you will proactively support and interact with your colleagues to collectively operate the entity efficiently and deliver high-value projects on time within the financial budget allocated mindful of the ethos and ethics of an international charity.Work closely with the HQ’s Financial Control(FC) regarding the completeness, test of financial transactions, and other related functions.Budgeting and Financial Planning:Collaborate with the management team to produce an annual budget, monitor actual expenses against budget, and provide regular timely reports to management with appropriate recommendations.Compliance and Reporting:Ensure the organization adheres to all financial regulations and tax laws in the country. Prepare accurate periodic financial reports per required deadlines for both internal use and external stakeholders. Manage the annual audit and preparation of the statutory accounts.Prepares/Updates Camara’s financial manuals in accordance with changes in legislation or regulations that may affect its operation.Supervise the preparation of quarterly and annual account reconciliations, monitor and enforce compliance with tax and financial reporting standards, and assist with cash flow forecasting.Ensure compliance with internal and donor regulations and procedures, establishing finance and supporting function policies, systems, and procedures, and directing or performing their development, documentation, and implementation.Oversee the project’s internal and external financial audits, and follow up on the implementation of audit and compliance review recommendations. Covers gaps whenever they are required for the finance staff and recruits finance.Cash Management:Manage the organization’s cash flow, including collections, disbursements, and weekly reconciliation of bank statements. Plan liquidity to meet the organization's financial obligations.Grant Proposal Budgeting:Assist the Country Director and other relevant colleagues in preparing budgets for grant proposals, ensuring they are realistic and accurate.Donor and Grant Management:Manage the financial aspects of grants and donations, including tracking fund disbursements, ensuring compliance with donor requirements, and reporting on the use of funds.Training and Capacity Development:Guide staff members to ensure they understand and adhere to financial policies and procedures.Providing capacity development and training opportunities for the team and facilitating their professional growth.Admin/Office Operations:Responsible for all matters related to the operations and administration of the officeSupport the Country Director concerning recruitment processes and human resources matters. Oversees administration of human resources, including but not limited to, maintaining personnel files, assisting with recruitments and orientation procedures, purchasing and maintaining adequate health and other insurance policies, etcManages office lease to make sure it is current and amendments are processed as requiredAssist in resource identification, work assignment, performance evaluation, and promotion decision activities.Oversee procurement and related functions.Carries out any other tasks as assigned by the Country DirectorTypical physical Demands:Typical office environmentAbility to spend long hours working on a computer and doing repetitive work on a keyboardCompetencies/Knowledge/Desired skills:Knowledge of the UN system and/or Audit background is considered an assetDemonstrated ability to adapt to new technology, policies, and procedures effectivelyTrack record of teamwork, ability to handle multiple tasks, flexibility, and timely completion of critical tasksAbility to communicate financial information clearly to non-finance colleaguesAbility to work with minimal supervisionKnowledge of financial regulations and compliance standardsProficient in email communicationStrong written and verbal communication skillsExcellent Amharic and English typing skillsOur values and commitment to safeguardingCamara is committed to preventing any type of unwanted behavior at work, including sexual harassment, exploitation, abuse, a lack of integrity, and financial misconduct; and to promoting the welfare of the children, and beneficiaries with whom we engage. Camara expects all its employees, associates, and volunteers to share this commitment through compliance with our code of conduct and policies.  We will require successful candidates to complete police and reference checks. Staff within Camara are expected to share and demonstrate our values. The position holder will receive appropriate training and will be responsible for ensuring that they understand and adhere to Camara's safeguarding policies.All job offers will be contingent on satisfactory references and appropriate screening, which may include criminal records. In accordance with this Scheme, we will request information from job applicants' previous employers regarding any findings of sexual exploitation, sexual abuse, and/or sexual harassment while employed, as well as incidents under investigation when the applicant left employment. By submitting this application, the job applicant confirms her/his understanding of these recruitment procedures.Contract Duration: 24 months (with the possibility to extend) Duty Station: Country Office- Addis Ababa, EthiopiaTravel Requirements: Less than 10%Reports to: Country DirectorAdditional instruction from: HQ   Qualification/Experience:MA/MBA/ BA Degree in Accounting, Accounting & Finance or other related field3-5 years of experience in a similar position or financial monitoring responsibilitiesOther Accounting application Software such as QuickBooks, and ACCA certification is considered as an asset.Strong Excel/spreadsheet skills for data analysis and reporting, and Google Suite experience, are requiredPrior work experience in an international non-governmental organization (INGO) is considered an assetFluency in both written and spoken English is required.Extremely detail-oriented and organizedHow To Apply Please complete all the required fields in this online application form by July 12th, 2024. Please include an updated CV and cover letter that highlight your suitability for the job profile with your online application.Applications will be reviewed on a rolling basis, with only successful candidates being contacted.Late applications and candidates who do not comply with the above requirements will automatically be disqualified.Location Base: Applicants must be located in  Addis Ababa, EthiopiaThis position is open to Ethiopian nationals only.Correspondence will be limited to short-listed candidates only. If you do not hear from us within one month of the closing date please consider your application as unsuccessful Apply Now!",29-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6736,Attractive,3+ Years,Mid-Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6736
9bcece8a-fb20-4b90-a8c7-4efa3e764bee,"Published on Jun 27, 2024",cecoe@sebatsolutions.com,company@7jobs12,ASIC TECH DATA SERVER PLC,https://ethio-jobs.net.et/logo/asic_tech_data_server_plc.png,"Accounting, Finance, and Insurance",Accountant,"ASIC TECH DATA SOLUTION PLCThe company's main business: housing construction, power equipment installation. The company is headquartered in Addis, with project departments in Addis and Awasa.Job ResponsibilitiesTimely collect, organize, and file accounting vouchers, account books, accounting reports and other financial information.Familiar with tax policies, various tax rates, and accrual basis.   Job requirementsmore than 3 years of accounting work experience, proficient in English/Amharic.How To Apply Interested and qualified applicants can apply through the following address Contact: +251975228888 HigerResume delivery email: higer168@gmail.com Apply Now!",28-Jul-24,Full time,,external,https://ethio-jobs.net.et/vacancy-detail.php?id=6728,Attractive,3+ Years,Mid-Level,,https://ethio-jobs.net.et/vacancy-detail.php?id=6728
